x,y
2997,534
2998,535
2999,536
3000,544
3001,547
3002,550
3003,549
3004,551
3005,558
3006,559
3007,552
3008,554
3009,551
3010,553
3011,548
3012,544
3013,531
3014,523
3015,515
3016,506
3017,500
3018,490
3019,480
3020,484
3021,473
3022,469
3023,459
3024,462
3025,468
3026,477
3027,468
3028,463
3029,463
3030,465
3031,454
3032,456
3033,464
3034,465
3035,463
3036,464
3037,471
3038,472
3039,470
3040,471
3041,472
3042,473
3043,464
3044,472
3045,485
3046,479
3047,482
3048,481
3049,479
3050,476
3051,479
3052,470
3053,474
3054,478
3055,479
3056,477
3057,476
3058,473
3059,476
3060,481
3061,477
3062,471
3063,471
3064,480
3065,478
3066,478
3067,476
3068,477
3069,479
3070,474
3071,471
3072,485
3073,470
3074,475
3075,475
3076,479
3077,477
3078,473
3079,474
3080,477
3081,477
3082,470
3083,465
3084,473
3085,479
3086,479
3087,474
3088,477
3089,480
3090,481
3091,478
3092,478
3093,483
3094,479
3095,480
3096,485
3097,492
3098,494
3099,495
3100,499
3101,496
3102,503
3103,491
3104,494
3105,502
3106,485
3107,483
3108,488
3109,483
3110,476
3111,481
3112,482
3113,478
3114,480
3115,480
3116,483
3117,478
3118,482
3119,486
3120,484
3121,484
3122,487
3123,481
3124,483
3125,487
3126,496
3127,507
3128,505
3129,500
3130,509
3131,556
3132,652
3133,731
3134,754
3135,756
3136,720
3137,620
3138,521
3139,486
3140,495
3141,502
3142,497
3143,491
3144,486
3145,484
3146,481
3147,485
3148,484
3149,481
3150,493
3151,490
3152,489
3153,484
3154,490
3155,489
3156,486
3157,492
3158,494
3159,498
3160,504
3161,504
3162,506
3163,504
3164,501
3165,513
3166,512
3167,521
3168,536
3169,534
3170,537
3171,540
3172,556
3173,554
3174,552
3175,560
3176,561
3177,557
3178,560
3179,567
3180,566
3181,566
3182,559
3183,555
3184,551
3185,539
3186,535
3187,534
3188,527
3189,512
3190,502
3191,508
3192,498
3193,494
3194,482
3195,476
3196,477
3197,489
3198,482
3199,482
3200,477
3201,478
3202,485
3203,482
3204,481
3205,487
3206,495
3207,496
3208,492
3209,495
3210,489
3211,495
3212,494
3213,492
3214,496
3215,493
3216,498
3217,489
3218,493
3219,493
3220,493
3221,503
3222,502
3223,505
3224,507
3225,499
3226,497
3227,498
3228,501
3229,496
3230,497
3231,497
3232,497
3233,494
3234,495
3235,499
3236,498
3237,494
3238,491
3239,492
3240,497
3241,489
3242,500
3243,508
3244,508
3245,498
3246,498
3247,503
3248,503
3249,499
3250,501
3251,501
3252,504
3253,500
3254,501
3255,500
3256,501
3257,495
3258,500
3259,508
3260,503
3261,506
3262,514
3263,508
3264,507
3265,507
3266,501
3267,506
3268,507
3269,505
3270,508
3271,510
3272,514
3273,516
3274,509
3275,512
3276,513
3277,510
3278,518
3279,526
3280,523
3281,531
3282,527
3283,535
3284,535
3285,529
3286,524
3287,517
3288,515
3289,513
3290,508
3291,514
3292,514
3293,509
3294,501
3295,503
3296,506
3297,504
3298,505
3299,503
3300,515
3301,510
3302,511
3303,514
3304,513
3305,508
3306,512
3307,511
3308,514
3309,517
3310,515
3311,520
3312,537
3313,599
3314,696
3315,751
3316,778
3317,785
3318,728
3319,615
3320,532
3321,519
3322,527
3323,527
3324,524
3325,512
3326,504
3327,503
3328,502
3329,498
3330,505
3331,506
3332,504
3333,500
3334,506
3335,509
3336,510
3337,514
3338,509
3339,513
3340,512
3341,510
3342,516
3343,524
3344,527
3345,521
3346,524
3347,538
3348,534
3349,534
3350,543
3351,552
3352,558
3353,563
3354,560
3355,573
3356,579
3357,573
3358,576
3359,582
3360,569
3361,571
3362,580
3363,578
3364,574
3365,567
3366,556
3367,553
3368,558
3369,543
3370,536
3371,531
3372,515
3373,512
3374,507
3375,513
3376,502
3377,496
3378,493
3379,494
3380,496
3381,493
3382,491
3383,488
3384,486
3385,482
3386,502
3387,508
3388,496
3389,508
3390,505
3391,498
3392,496
3393,500
3394,505
3395,501
3396,499
3397,499
3398,502
3399,500
3400,496
3401,498
3402,497
3403,494
3404,495
3405,501
3406,501
3407,496
3408,493
3409,503
3410,509
3411,508
3412,505
3413,510
3414,507
3415,499
3416,494
3417,503
3418,500
3419,492
3420,489
3421,491
3422,496
3423,494
3424,488
3425,489
3426,495
3427,497
3428,488
3429,497
3430,495
3431,498
3432,495
3433,499
3434,499
3435,492
3436,494
3437,500
3438,501
3439,493
3440,499
3441,495
3442,495
3443,493
3444,494
3445,497
3446,495
3447,495
3448,490
3449,498
3450,500
3451,490
3452,499
3453,497
3454,499
3455,505
3456,499
3457,498
3458,508
3459,502
3460,509
3461,509
3462,510
3463,505
3464,500
3465,507
3466,506
3467,494
3468,484
3469,479
3470,488
3471,486
3472,483
3473,484
3474,478
3475,477
3476,475
3477,473
3478,476
3479,476
3480,481
3481,480
3482,487
3483,485
3484,481
3485,484
3486,483
3487,479
3488,482
3489,482
3490,484
3491,478
3492,482
3493,539
3494,626
3495,704
3496,735
3497,723
3498,664
3499,559
3500,481
3501,468
3502,484
3503,489
3504,487
3505,478
3506,480
3507,475
3508,473
3509,471
3510,473
3511,464
3512,460
3513,462
3514,465
3515,465
3516,469
3517,468
3518,468
3519,479
3520,477
3521,472
3522,477
3523,481
3524,486
3525,484
3526,488
3527,492
3528,502
3529,512
3530,512
3531,513
3532,516
3533,521
3534,525
3535,523
3536,534
3537,541
3538,543
3539,541
3540,541
3541,549
3542,555
3543,540
3544,535
3545,534
3546,529
3547,514
3548,503
3549,504
3550,506
3551,491
3552,482
3553,476
3554,468
3555,462
3556,457
3557,456
3558,461
3559,459
3560,457
3561,458
3562,458
3563,451
3564,451
3565,462
3566,467
3567,455
3568,466
3569,470
3570,466
3571,466
3572,470
3573,473
3574,465
3575,469
3576,476
3577,479
3578,479
3579,478
3580,479
3581,482
3582,480
3583,478
3584,478
3585,485
3586,483
3587,485
3588,487
3589,486
3590,491
3591,491
3592,485
3593,496
3594,502
3595,496
3596,490
3597,496
3598,492
3599,486
3600,487
3601,493
3602,496
3603,493
3604,491
3605,484
3606,492
3607,491
3608,495
3609,492
3610,490
3611,490
3612,494
3613,494
3614,487
3615,485
3616,487
3617,501
3618,503
3619,499
3620,500
3621,501
3622,496
3623,504
3624,507
3625,505
3626,514
3627,518
3628,518
3629,525
3630,520
3631,509
3632,514
3633,507
3634,496
3635,493
3636,494
3637,495
3638,486
3639,494
3640,491
3641,498
3642,494
3643,490
3644,486
3645,502
3646,497
3647,493
3648,499
3649,508
3650,506
3651,500
3652,498
3653,496
3654,499
3655,501
3656,500
3657,489
3658,498
3659,536
3660,614
3661,696
3662,733
3663,724
3664,686
3665,604
3666,523
3667,491
3668,496
3669,511
3670,508
3671,496
3672,501
3673,504
3674,496
3675,490
3676,486
3677,493
3678,497
3679,493
3680,503
3681,499
3682,500
3683,499
3684,509
3685,504
3686,500
3687,504
3688,512
3689,516
3690,510
3691,509
3692,513
3693,521
3694,521
3695,531
3696,539
3697,535
3698,542
3699,553
3700,561
3701,565
3702,561
3703,566
3704,565
3705,572
3706,569
3707,574
3708,573
3709,566
3710,560
3711,556
3712,552
3713,543
3714,534
3715,525
3716,517
3717,510
3718,498
3719,495
3720,491
3721,487
3722,486
3723,483
3724,481
3725,476
3726,487
3727,483
3728,482
3729,480
3730,481
3731,482
3732,480
3733,479
3734,477
3735,483
3736,487
3737,482
3738,473
3739,477
3740,488
3741,491
3742,485
3743,491
3744,492
3745,487
3746,484
3747,498
3748,497
3749,495
3750,489
3751,492
3752,496
3753,494
3754,488
3755,487
3756,485
3757,485
3758,483
3759,488
3760,496
3761,489
3762,483
3763,488
3764,485
3765,486
3766,486
3767,491
3768,492
3769,492
3770,487
3771,488
3772,492
3773,487
3774,484
3775,491
3776,487
3777,485
3778,495
3779,492
3780,487
3781,491
3782,494
3783,499
3784,496
3785,513
3786,515
3787,515
3788,510
3789,512
3790,506
3791,505
3792,501
3793,504
3794,495
3795,495
3796,490
3797,492
3798,492
3799,490
3800,492
3801,495
3802,500
3803,502
3804,500
3805,489
3806,495
3807,498
3808,498
3809,498
3810,494
3811,499
3812,502
3813,501
3814,510
3815,505
3816,499
3817,513
3818,563
3819,659
3820,734
3821,748
3822,733
3823,687
3824,597
3825,514
3826,490
3827,504
3828,515
3829,511
3830,500
3831,493
3832,493
3833,498
3834,495
3835,487
3836,496
3837,495
3838,494
3839,493
3840,502
3841,503
3842,500
3843,509
3844,507
3845,507
3846,505
3847,512
3848,521
3849,529
3850,515
3851,519
3852,529
3853,532
3854,535
3855,536
3856,544
3857,549
3858,551
3859,562
3860,565
3861,563
3862,563
3863,571
3864,574
3865,578
3866,574
3867,566
3868,565
3869,561
3870,557
3871,554
3872,548
3873,536
3874,523
3875,517
3876,505
3877,501
3878,497
3879,490
3880,479
3881,482
3882,481
3883,478
3884,482
3885,479
3886,481
3887,477
3888,471
3889,476
3890,471
3891,479
3892,478
3893,478
3894,480
3895,483
3896,479
3897,477
3898,478
3899,488
3900,496
3901,476
3902,475
3903,490
3904,489
3905,491
3906,482
3907,479
3908,478
3909,477
3910,492
3911,489
3912,490
3913,495
3914,488
3915,484
3916,499
3917,489
3918,484
3919,486
3920,481
3921,475
3922,474
3923,481
3924,477
3925,473
3926,481
3927,480
3928,490
3929,484
3930,485
3931,484
3932,483
3933,485
3934,481
3935,481
3936,484
3937,483
3938,484
3939,485
3940,485
3941,484
3942,491
3943,501
3944,494
3945,486
3946,494
3947,498
3948,503
3949,502
3950,510
3951,511
3952,517
3953,508
3954,504
3955,505
3956,494
3957,492
3958,486
3959,483
3960,491
3961,482
3962,480
3963,488
3964,486
3965,487
3966,484
3967,480
3968,487
3969,493
3970,486
3971,489
3972,493
3973,482
3974,483
3975,484
3976,481
3977,486
3978,489
3979,492
3980,488
3981,513
3982,555
3983,653
3984,721
3985,744
3986,760
3987,720
3988,623
3989,516
3990,479
3991,485
3992,495
3993,485
3994,476
3995,476
3996,474
3997,472
3998,464
3999,468
